timestamp,channel,id,dlc,data
4850882762,0,0x100,8,002003d0076f0015
4897603012,0,0x200,6,000000000000
4954674887,0,0x200,6,000000000000
4969276137,0,0x100,8,002003d0076f0015
5012036512,0,0x200,6,000000000000
5069096387,0,0x200,6,000000000000
5087659512,0,0x100,8,002003d0076f0015
5126458012,0,0x200,6,000000000000
5183523512,0,0x200,6,000000000000
5206034387,0,0x100,8,002003d0076f0015
5240885137,0,0x200,6,000000000000
5297950887,0,0x200,6,000000000000
5324419637,0,0x100,8,002003d0076f0015
5355318512,0,0x200,6,000000000000
5412384262,0,0x200,6,000000000000
5442810637,0,0x100,8,002003d0076f0015
5469745637,0,0x200,6,000000000000
5526805512,0,0x200,6,000000000000
5561195637,0,0x100,8,002003d0076f0015
5584166887,0,0x200,6,000000000000
5641232637,0,0x200,6,000000000000
5679578637,0,0x100,8,002003d0076f0015
5698594012,0,0x200,6,000000000000
5755659512,0,0x200,6,000000000000
5797811262,0,0x100,8,002003d0076f0015
5813026762,0,0x200,6,000000000000
5870088637,0,0x200,6,000000000000
5916194262,0,0x100,8,002003d0076f0015
5927447887,0,0x200,6,000000000000
5984515762,0,0x200,6,000000000000
6034587012,0,0x100,8,002003d0076f0015
6041876887,0,0x200,6,000000000000
6098942637,0,0x200,6,000000000000
6152961762,0,0x100,8,002003d0076f0015
6156303637,0,0x200,6,000000000000
6213375512,0,0x200,6,000000000000
6270583387,0,0x200,6,000000000000
6271353387,0,0x100,8,002003d0076f0015
6327945262,0,0x200,6,000000000000
6385011012,0,0x200,6,000000000000
6389880887,0,0x100,8,002003d0076f0015
6442370887,0,0x200,6,000000000000
6499438762,0,0x200,6,000000000000
6508266387,0,0x100,8,002003d0076f0015
6556798512,0,0x200,6,000000000000
6613872137,0,0x200,6,000000000000
6626649512,0,0x100,8,002003d0076f0015
6671233887,0,0x200,6,000000000000
6728293762,0,0x200,6,000000000000
6745034887,0,0x100,8,002003d0076f0015
6785653387,0,0x200,6,000000000000
6842721262,0,0x200,6,000000000000
6863416137,0,0x100,8,002003d0076f0015
6900080762,0,0x200,6,000000000000
6957148637,0,0x200,6,000000000000
6981795387,0,0x100,8,002003d0076f0015
7014514137,0,0x200,6,000000000000
7071576012,0,0x200,6,000000000000
7100186387,0,0x100,8,002003d0076f0015
7128935387,0,0x200,6,000000000000
7186003012,0,0x200,6,000000000000
7218571262,0,0x100,8,002003d0076f0015
7243364387,0,0x200,6,000000000000
7300430137,0,0x200,6,000000000000
7336946262,0,0x100,8,002003d0076f0015
7357791637,0,0x200,6,000000000000
7414863387,0,0x200,6,000000000000
7455187262,0,0x100,8,002003d0076f0015
7472224637,0,0x200,6,000000000000
7529284512,0,0x200,6,000000000000
7573578137,0,0x100,8,002003d0076f0015
7586645762,0,0x200,6,000000000000
7643711512,0,0x200,6,000000000000
7691956887,0,0x100,8,002003d007700015
7701072637,0,0x200,6,000000000000
7758138137,0,0x200,6,000000000000
7810337387,0,0x100,8,002003d0076f0015
7815505262,0,0x200,6,000000000000
7872567012,0,0x200,6,000000000000
7928728137,0,0x100,8,002003d0076f0015
7929934012,0,0x200,6,000000000000
7986993762,0,0x200,6,000000000000
8044207387,0,0x200,6,000000000000
8047249262,0,0x100,8,002003d0076f0015
8101569137,0,0x200,6,000000000000
8158634887,0,0x200,6,000000000000
8165644637,0,0x100,8,002003d007700015
8216000637,0,0x200,6,000000000000
8273068387,0,0x200,6,000000000000
8284025887,0,0x100,8,002003d0076f0015
8330428012,0,0x200,6,000000000000
8387489887,0,0x200,6,000000000000
8402401137,0,0x100,8,002003d0076f0015
8444849512,0,0x200,6,000000000000
8501917262,0,0x200,6,000000000000
8520792262,0,0x100,8,002003d0076f0015
8559276887,0,0x200,6,000000000000
8616350387,0,0x200,6,000000000000
8639169137,0,0x100,8,002003d0076f0015
8673709887,0,0x200,6,000000000000
8730771637,0,0x200,6,000000000000
8757560387,0,0x100,8,002003d0076f0015
8788131262,0,0x200,6,000000000000
8845199012,0,0x200,6,000000000000
8896620387,0,0x100,8,012003d007700015
8902560137,0,0x200,6,000000000000
8959626012,0,0x200,6,000000000000
8996456137,0,0x100,8,012003d007700015
9016993512,0,0x200,6,000000000000
9074059262,0,0x200,6,000000000000
9096150137,0,0x100,8,012003d007700015
9131420887,0,0x200,6,000000000000
9188480637,0,0x200,6,000000000000
9195842387,0,0x100,8,012003d007700015
9245842512,0,0x200,6,000000000000
9302908262,0,0x200,6,000000000000
9345380137,0,0x100,8,012003d007700015
9360269637,0,0x200,6,000000000000
9417335262,0,0x200,6,000000000000
9445069762,0,0x100,8,012003d007700015
9474702637,0,0x200,6,000000000000
9531762512,0,0x200,6,000000000000
9588976262,0,0x200,6,000000000000
9594610137,0,0x100,8,012003d007700015
9646338262,0,0x200,6,000000000000
9694303762,0,0x100,8,012003d0076f0015
9703551387,0,0x200,6,000000000000
9760617262,0,0x200,6,000000000000
9793995512,0,0x100,8,012003d007700015
9817978637,0,0x200,6,000000000000
9875050512,0,0x200,6,000000000000
9932260012,0,0x200,6,000000000000
9943533512,0,0x100,8,012003d007700015
9989619762,0,0x200,6,000000000000
10043074887,0,0x100,8,012003d0076f0015
10046832762,0,0x200,6,000000000000
10103900512,0,0x200,6,000000000000
10161114387,0,0x200,6,000000000000
10192764637,0,0x100,8,012003d0076f0015
10218473762,0,0x200,6,000000000000
10275547512,0,0x200,6,000000000000
10292456637,0,0x100,8,012003d007700015
10332907137,0,0x200,6,000000000000
10389968887,0,0x200,6,000000000000
10392148887,0,0x100,8,012003d007700015
10447328762,0,0x200,6,000000000000
10504396387,0,0x200,6,000000000000
10541688387,0,0x100,8,012003d0076f0015
10561755637,0,0x200,6,000000000000
10618823387,0,0x200,6,000000000000
10641378262,0,0x100,8,012003d0076f0015
10676188887,0,0x200,6,000000000000
10733250637,0,0x200,6,000000000000
10790464137,0,0x200,6,000000000000
10790772262,0,0x100,8,012003d007700015
10847824012,0,0x200,6,000000000000
10890609762,0,0x100,8,012003d007700015
10905037262,0,0x200,6,000000000000
10962105137,0,0x200,6,000000000000
10990303512,0,0x100,8,012003d0076f0015
11019466512,0,0x200,6,000000000000
11076538262,0,0x200,6,000000000000
11133746012,0,0x200,6,000000000000
11139841762,0,0x100,8,012003d007700015
11191105762,0,0x200,6,000000000000
11239531262,0,0x100,8,012003d007700015
11248320887,0,0x200,6,000000000000
11305386387,0,0x200,6,000000000000
11362600137,0,0x200,6,000000000000
11389072762,0,0x100,8,012003d0076f0015
11419961637,0,0x200,6,000000000000
11477033387,0,0x200,6,000000000000
11488764762,0,0x100,8,012003d007700015
11534395137,0,0x200,6,000000000000
11588310137,0,0x100,8,012003d0076f0015
11591608137,0,0x200,6,000000000000
11648667887,0,0x200,6,000000000000
11705881637,0,0x200,6,000000000000
11737995887,0,0x100,8,012003d007700015
11763243012,0,0x200,6,000000000000
11820308637,0,0x200,6,000000000000
11837685762,0,0x100,8,012003d0076f0015
11877676137,0,0x200,6,000000000000
11934741887,0,0x200,6,000000000000
11987081137,0,0x100,8,012003d007700015
11992103012,0,0x200,6,000000000000
12049164637,0,0x200,6,000000000000
12106378137,0,0x200,6,000000000000
12136764512,0,0x100,8,012003d0076f0015
12163737512,0,0x200,6,000000000000
12220805262,0,0x200,6,000000000000
12236454512,0,0x100,8,012003d0076f0015
12278170887,0,0x200,6,000000000000
12335238637,0,0x200,6,000000000000
12335996637,0,0x100,8,012003d007700015
12392598387,0,0x200,6,000000000000
12435838012,0,0x100,8,012003d007700015
12449807512,0,0x200,6,000000000000
12506873262,0,0x200,6,000000000000
12564087012,0,0x200,6,000000000000
12585380012,0,0x100,8,012003d007700015
12621448637,0,0x200,6,000000000000
12678520137,0,0x200,6,000000000000
12734767137,0,0x100,8,012003d007700015
12735881137,0,0x200,6,000000000000
12792941012,0,0x200,6,000000000000
12834608762,0,0x100,8,012003d007700015
12850302137,0,0x200,6,000000000000
12907368012,0,0x200,6,000000000000
12934302512,0,0x100,8,012003d007700015
12964729262,0,0x200,6,000000000000
13021795012,0,0x200,6,000000000000
13033992387,0,0x100,8,012003d0076f0015
13079156512,0,0x200,6,000000000000
13136230262,0,0x200,6,000000000000
13183533762,0,0x100,8,012003d007700015
13193589387,0,0x200,6,000000000000
13250651137,0,0x200,6,000000000000
13307864887,0,0x200,6,000000000000
13333071512,0,0x100,8,012003d0076f0015
13365224262,0,0x200,6,000000000000
13422292012,0,0x200,6,000000000000
13432761512,0,0x100,8,012003d007700015
13479651637,0,0x200,6,000000000000
13532304762,0,0x100,8,012003d0076f0015
13536872637,0,0x200,6,000000000000
13593932262,0,0x200,6,000000000000
13632146262,0,0x100,8,012003d0076f0015
13651293637,0,0x200,6,000000000000
13708359387,0,0x200,6,000000000000
13765572762,0,0x200,6,000000000000
13781688012,0,0x100,8,012003d007700015
13822934387,0,0x200,6,000000000000
13880000137,0,0x200,6,000000000000
13931073387,0,0x100,8,012003d007700015
13937367137,0,0x200,6,000000000000
13994426637,0,0x200,6,000000000000
14030916637,0,0x100,8,012003d0076f0015
14051787887,0,0x200,6,000000000000
14108855512,0,0x200,6,000000000000
14130610387,0,0x100,8,012003d007700015
14166215012,0,0x200,6,000000000000
14223282637,0,0x200,6,000000000000
14230300262,0,0x100,8,012003d007700015
14280642387,0,0x200,6,000000000000
14337716137,0,0x200,6,000000000000
14379839887,0,0x100,8,012003d0076f0015
14395075387,0,0x200,6,000000000000
14452137137,0,0x200,6,000000000000
14509351012,0,0x200,6,000000000000
14529379887,0,0x100,8,012003d0076f0015
14566710387,0,0x200,6,000000000000
14623778137,0,0x200,6,000000000000
14629070012,0,0x100,8,012003d007700015
14681138012,0,0x200,6,000000000000
14738211762,0,0x200,6,000000000000
14778609512,0,0x100,8,012003d007700015
14795570887,0,0x200,6,000000000000
14852632387,0,0x200,6,000000000000
14909846262,0,0x200,6,000000000000
14928149262,0,0x100,8,012003d007700015
14967207887,0,0x200,6,000000000000
15024273637,0,0x200,6,000000000000
15027839387,0,0x100,8,012003d0076f0015
15081633387,0,0x200,6,000000000000
15138707137,0,0x200,6,000000000000
15177379137,0,0x100,8,012003d007700015
15196068512,0,0x200,6,000000000000
15253128262,0,0x200,6,000000000000
15277071012,0,0x100,8,012003d007700015
15310489762,0,0x200,6,000000000000
15367555262,0,0x200,6,000000000000
15376764762,0,0x100,8,012003d0076f0015
15424916887,0,0x200,6,000000000000
15481982637,0,0x200,6,000000000000
15526302387,0,0x100,8,012003d007700015
15539349887,0,0x200,6,000000000000
15596415762,0,0x200,6,000000000000
15625994137,0,0x100,8,012003d007700015
15653777137,0,0x200,6,000000000000
15710836887,0,0x200,6,000000000000
15768050637,0,0x200,6,000000000000
15775534262,0,0x100,8,012003d0076f0015
15825412387,0,0x200,6,000000000000
15875225762,0,0x100,8,012003d007700015
15882625387,0,0x200,6,000000000000
15939699012,0,0x200,6,000000000000
15974919137,0,0x100,8,012003d007700015
15997070262,0,0x200,6,000000010000
16054122012,0,0x200,6,000000010000
16111335762,0,0x200,6,000000010000
16124457137,0,0x100,8,012003d007700015
16168695387,0,0x200,6,000000010000
16223998387,0,0x100,8,012003d0076f0015
16225910387,0,0x200,6,000000010000
16282976137,0,0x200,6,000000010000
16340195887,0,0x200,6,000000010000
16373688137,0,0x100,8,012003d007700015
16397557137,0,0x200,6,000000010000
16454616637,0,0x200,6,000000010000
16473379637,0,0x100,8,012003d007700015
16511978137,0,0x200,6,000000010000
16569045887,0,0x200,6,000000010000
16573073762,0,0x100,8,012003d0076f0015
16626405762,0,0x200,6,000000010000
16683473387,0,0x200,6,000000010000
16722611262,0,0x100,8,012003d007700015
16740832637,0,0x200,6,000000010000
16797906387,0,0x200,6,000000010000
16822301012,0,0x100,8,012003d007700015
16855267762,0,0x200,6,000000010000
16912327512,0,0x200,6,000000010000
16969541387,0,0x200,6,000000010000
16971843262,0,0x100,8,012003d007700015
17026903137,0,0x200,6,000000010000
17083968887,0,0x200,6,000000010000
17121381012,0,0x100,8,012003d007700015
17141330262,0,0x200,6,000000010000
17198402012,0,0x200,6,000000010000
17221070762,0,0x100,8,012003d007700015
17255763512,0,0x200,6,000000010000
17312823137,0,0x200,6,000000010000
17320766762,0,0x100,8,012003d007700015
17370186887,0,0x200,6,000000010000
17420456262,0,0x100,8,012003d0076f0015
17427548012,0,0x200,6,01a801018a6c
17484589762,0,0x200,6,01a70101496c
17541805387,0,0x200,6,01a90101cc6c
17570083887,0,0x100,8,011e03d007700015
17599168762,0,0x200,6,01ad0101d26d
17656236512,0,0x200,6,01aa01010d6d
17713442262,0,0x200,6,01ae0101146e
17719630137,0,0x100,8,011d03d007700015
17770806137,0,0x200,6,01a801018a6c
17819321512,0,0x100,8,011c03d007700015
17828017262,0,0x200,6,01a30101436b
17885091012,0,0x200,6,01a001017e6a
17919015262,0,0x100,8,011c03d007700015
17942452387,0,0x200,6,01a001017e6a
17999518137,0,0x200,6,01a20101016b
18018705262,0,0x100,8,011b03d007700015
18056879762,0,0x200,6,01a801018a6c
18113941262,0,0x200,6,01a801018a6c
18168096387,0,0x100,8,011a03d007700015
18171304262,0,0x200,6,01a60101076c
18228368012,0,0x200,6,01a70101496c
18285587887,0,0x200,6,01a001017e6a
18317782137,0,0x100,8,011903d0076f0015
18342949137,0,0x200,6,01a001017e6a
18400016637,0,0x200,6,01a10101c06a
18417475762,0,0x100,8,011803d0076f0015
18457376262,0,0x200,6,01a801018a6c
18514436012,0,0x200,6,01aa01010d6d
18517160012,0,0x100,8,011703d0076f0015
18571799887,0,0x200,6,01a70101496c
18616859637,0,0x100,8,011603d007700015
18629011137,0,0x200,6,01ad0101d26d
18686078637,0,0x200,6,01a801018a6c
18743294387,0,0x200,6,01a60101076c
18766393137,0,0x100,8,011503d007700015
18800659887,0,0x200,6,01a801018a6c
18857725637,0,0x200,6,01a801018a6c
18914931262,0,0x200,6,01ae0101146e
18915787262,0,0x100,8,011403d007700015
18972293012,0,0x200,6,01ae0101146e
19015630762,0,0x100,8,011303d007700015
19029508262,0,0x200,6,01ad0101d26d
19086576012,0,0x200,6,01a801018a6c
19115324512,0,0x100,8,011203d007700015
19143935387,0,0x200,6,01a801018a6c
19201010887,0,0x200,6,01a10101c06a
19215014137,0,0x100,8,011203d007700015
19258372512,0,0x200,6,01a801018a6c
19315436387,0,0x200,6,01a40101846b
19364551762,0,0x100,8,011003d007700015
19372797512,0,0x200,6,01a70101496c
19429859262,0,0x200,6,01a60101076c
19487074762,0,0x200,6,019f01013d6a
19514085387,0,0x100,8,010f03d0076f0015
19544438137,0,0x200,6,01a001017e6a
19601511887,0,0x200,6,01a001017e6a
19613787262,0,0x100,8,010f03d007700015
19658865637,0,0x200,6,01a30101436b
19715931387,0,0x200,6,01a40101846b
19763316762,0,0x100,8,010d03d0076f0015
19773296512,0,0x200,6,01a60101076c
19830356137,0,0x200,6,01a60101076c
19887571887,0,0x200,6,019f01013d6a
19912864512,0,0x100,8,010c03d007700015
19944935262,0,0x200,6,01a001017e6a
20002001012,0,0x200,6,01a30101436b
20012554512,0,0x100,8,010c03d007700015
20059362637,0,0x200,6,01a40101846b
20116428387,0,0x200,6,01aa01010d6d
20162085887,0,0x100,8,010a03d0076f0015
20173791387,0,0x200,6,01ac0101906d
20230851137,0,0x200,6,01ac0101906d
20261779637,0,0x100,8,010a03d007700015
20288214637,0,0x200,6,01a60101076c
20345280137,0,0x200,6,01a70101496c
20361473262,0,0x100,8,010903d007700015
20402639637,0,0x200,6,01a70101496c
20459713387,0,0x200,6,01a801018a6c
20510866637,0,0x100,8,010803d007700015
20517072512,0,0x200,6,01ad0101d26d
20574134137,0,0x200,6,01ac0101906d
20610710137,0,0x100,8,010703d007700015
20631497262,0,0x200,6,01a90101cc6c
20688558887,0,0x200,6,01a30101436b
20745776637,0,0x200,6,01a10101c06a
20760247887,0,0x100,8,010603d007700015
20803142137,0,0x200,6,01a001017e6a
20859797012,0,0x100,8,010503d0076f0015
20860213137,0,0x200,6,01a001017e6a
20917570887,0,0x200,6,01a60101076c
20959628637,0,0x100,8,010403d007700015
20974784137,0,0x200,6,01a70101496c
21031843887,0,0x200,6,01a70101496c
21089063512,0,0x200,6,01a001017e6a
21109164512,0,0x100,8,010303d0076f0015
21146421012,0,0x200,6,019f01013d6a
21203490762,0,0x200,6,01a001017e6a
21208864512,0,0x100,8,010203d007700015
21260852512,0,0x200,6,01a30101436b
21317920262,0,0x200,6,01a10101c06a
21358398137,0,0x100,8,010103d007700015
21375281387,0,0x200,6,01a60101076c
21432338887,0,0x200,6,01aa01010d6d
21458097512,0,0x100,8,010003d007700015
21489704387,0,0x200,6,019f01013d6a
21546770137,0,0x200,6,01a60101076c
21557781512,0,0x100,8,010003d0076f0015
21604127762,0,0x200,6,01a30101436b
21661201512,0,0x200,6,01a70101496c
21707331012,0,0x100,8,01ff02d007700015
21718560512,0,0x200,6,01ad0101d26d
21775622262,0,0x200,6,01ae0101146e
21807022637,0,0x100,8,01fe02d007700015
21832985637,0,0x200,6,01ab01014f6d
21890049262,0,0x200,6,01ad0101d26d
21947265012,0,0x200,6,01a60101076c
21956554512,0,0x100,8,01fd02d007700015
22004624512,0,0x200,6,01a70101496c
22061698262,0,0x200,6,01a50101c66b
22106099887,0,0x100,8,01fb02d007700015
22119057387,0,0x200,6,01aa01010d6d
22176121137,0,0x200,6,01a50101c66b
22205791512,0,0x100,8,01fb02d007700015
22233480387,0,0x200,6,01a70101496c
22290545887,0,0x200,6,01a70101496c
22305483137,0,0x100,8,01fa02d0076f0015
22347913512,0,0x200,6,01a001017e6a
22404979137,0,0x200,6,01a001017e6a
22405221262,0,0x100,8,01f902d007700015
22462347012,0,0x200,6,01a001017e6a
22519408387,0,0x200,6,01a10101c06a
22554706512,0,0x100,8,01f802d007700015
22576769512,0,0x200,6,01a60101076c
22633831262,0,0x200,6,01a60101076c
22691044887,0,0x200,6,01a10101c06a
22704254262,0,0x100,8,01f702d007700015
22748406637,0,0x200,6,019f01013d6a
22803787637,0,0x100,8,01f602d007700015
22805623637,0,0x200,6,01a001017e6a
22862695387,0,0x200,6,01a001017e6a
22903641137,0,0x100,8,01f502d007700015
22920050512,0,0x200,6,01a30101436b
22977116387,0,0x200,6,01aa01010d6d
23003331012,0,0x100,8,01f502d007700015
23034479762,0,0x200,6,01a801018a6c
23091539262,0,0x200,6,01ad0101d26d
23148755012,0,0x200,6,01a60101076c
23152860887,0,0x100,8,01f302d0076f0015
23206114762,0,0x200,6,01a70101496c
23263186512,0,0x200,6,01a801018a6c
23302408512,0,0x100,8,01f202d007700015
23320549887,0,0x200,6,01ab01014f6d
23377617387,0,0x200,6,01ab01014f6d
23402098137,0,0x100,8,01f202d0076f0015
23434974887,0,0x200,6,01ac0101906d
23492040637,0,0x200,6,01a90101cc6c
23501786137,0,0x100,8,01f102d007700015
23549398262,0,0x200,6,01a70101496c
23601337512,0,0x100,8,01f002d007700015
23606611387,0,0x200,6,01a10101c06a
23663688887,0,0x200,6,01a001017e6a
23720896637,0,0x200,6,01a40101846b
23751019012,0,0x100,8,01ef02d0076f0015
23778257887,0,0x200,6,01a801018a6c
23835321637,0,0x200,6,01a60101076c
23892531387,0,0x200,6,01a20101016b
23900563012,0,0x100,8,01ee02d007700015
23949899137,0,0x200,6,01a001017e6a
24000258387,0,0x100,8,01ed02d007700015
24007114137,0,0x200,6,01a001017e6a
24064179887,0,0x200,6,01a001017e6a
24099948012,0,0x100,8,01ec02d007700015
24121541262,0,0x200,6,01a30101436b
24178608887,0,0x200,6,01a50101c66b
24199635762,0,0x100,8,01eb02d0076f0015
24235970387,0,0x200,6,01a60101076c
24293032012,0,0x200,6,01a60101076c
24349031012,0,0x100,8,01ea02d007700015
24350397012,0,0x200,6,01a001017e6a
24407454637,0,0x200,6,01a40101846b
24464670137,0,0x200,6,01a30101436b
24498718262,0,0x100,8,01e902d007700015
24522037387,0,0x200,6,01a801018a6c
24579107137,0,0x200,6,01ab01014f6d
24598410137,0,0x100,8,01e802d0076f0015
24636466637,0,0x200,6,01ac0101906d
24693526262,0,0x200,6,01ad0101d26d
24747795137,0,0x100,8,01e702d0076f0015
24750887137,0,0x200,6,01a70101496c
24807952762,0,0x200,6,01a801018a6c
24865166387,0,0x200,6,01a70101496c
24897488637,0,0x100,8,01e602d007700015
24922535637,0,0x200,6,01ac0101906d
24979603262,0,0x200,6,01a60101076c
24997178262,0,0x100,8,01e502d007700015
25036964762,0,0x200,6,01ab01014f6d
25094022387,0,0x200,6,01a801018a6c
25146565512,0,0x100,8,01e402d007700015
25151389387,0,0x200,6,01a001017e6a
25208455012,0,0x200,6,01a001017e6a
25246411012,0,0x100,8,01e302d007700015
25265816387,0,0x200,6,01a001017e6a
25322887762,0,0x200,6,01a001017e6a
25346094512,0,0x100,8,01e302d0076f0015
25380245137,0,0x200,6,01a70101496c
25437304762,0,0x200,6,01a801018a6c
25494520387,0,0x200,6,01a50101c66b
25495492512,0,0x100,8,01e102d007700015
25551882137,0,0x200,6,019f01013d6a
25595333762,0,0x100,8,01e102d007700015
25609099137,0,0x200,6,01a001017e6a
25666164887,0,0x200,6,01a001017e6a
25723384512,0,0x200,6,01a001017e6a
25744867387,0,0x100,8,01e002d007700015
25780740012,0,0x200,6,01a70101496c
25837799637,0,0x200,6,01aa01010d6d
25844565262,0,0x100,8,01df02d007700015
25895163262,0,0x200,6,01a60101076c
25944246512,0,0x100,8,01de02d007700015
25952374262,0,0x200,6,01ad0101d26d
26009441887,0,0x200,6,01a70101496c
26066655512,0,0x200,6,01a70101496c
26093792012,0,0x100,8,01dd02d0076f0015
26124022762,0,0x200,6,01a801018a6c
26181088262,0,0x200,6,01a801018a6c
26193487512,0,0x100,8,01dc02d007700015
26238449762,0,0x200,6,01ad0101d26d
26295509387,0,0x200,6,01ae0101146e
26343016887,0,0x100,8,01db02d007700015
26352874387,0,0x200,6,01a90101cc6c
26409938137,0,0x200,6,01a70101496c
26442720387,0,0x100,8,01da02d007700015
26467299512,0,0x200,6,01a801018a6c
26524377137,0,0x200,6,01a001017e6a
26542402262,0,0x100,8,01d902d007700015
26581734762,0,0x200,6,01a50101c66b
26638800512,0,0x200,6,01a50101c66b
26691795512,0,0x100,8,01d802d0076f0015
26696161387,0,0x200,6,01a60101076c
26753223137,0,0x200,6,01a60101076c
26791639012,0,0x100,8,01d702d007700015
26810588262,0,0x200,6,01a001017e6a
26867654012,0,0x200,6,01a001017e6a
26924873637,0,0x200,6,01a001017e6a
26941170762,0,0x100,8,01d602d007700015
26982227137,0,0x200,6,01a30101436b
27039298762,0,0x200,6,01a50101c66b
27090566012,0,0x100,8,01d502d007700015
27096657887,0,0x200,6,01a50101c66b
27153717512,0,0x200,6,01a70101496c
27190407637,0,0x100,8,01d402d007700015
27211084762,0,0x200,6,01a001017e6a
27268144262,0,0x200,6,01a30101436b
27290103012,0,0x100,8,01d402d007700015
27325513637,0,0x200,6,01a10101c06a
27382579387,0,0x200,6,01a70101496c
27389793012,0,0x100,8,01d302d007700015
27439941012,0,0x200,6,01ab01014f6d
27496998637,0,0x200,6,01ae0101146e
27539328262,0,0x100,8,01d202d007700015
27554363637,0,0x200,6,01a90101cc6c
